model,transform,true_char,maps_to_char,maps_to_self,rate,mean_conf
thaichar72_resnet18_64,rot90_cw,้,ง,False,0.5,0.5061779022216797
thaichar72_resnet18_64,rot90_cw,๊,อ,False,0.875,0.6732652187347412
thaichar72_resnet18_64,rot90_cw,์,ั,False,0.5,0.632156491279602
thaichar72_resnet18_64,rot90_cw,๐,๐,True,1.0,0.8309449553489685
thaichar72_resnet18_64,rot90_cw,๑,อ,False,0.75,0.5310900211334229
thaichar72_resnet18_64,rot90_cw,๒,๙,False,0.75,0.6790457367897034
thaichar72_resnet18_64,rot90_cw,๓,อ,False,1.0,0.7232102155685425
thaichar72_resnet18_64,rot90_cw,๔,ค,False,0.3333333333333333,0.14429043233394623
thaichar72_resnet18_64,rot90_cw,๕,ั,False,1.0,0.16892178356647491
thaichar72_resnet18_64,rot90_cw,๖,ซ,False,0.5,0.33260077238082886
thaichar72_resnet18_64,rot90_cw,๗,อ,False,1.0,0.6288283467292786
thaichar72_resnet18_64,rot90_cw,๘,ถ,False,0.6,0.38784509897232056
thaichar72_resnet18_64,rot90_cw,๙,๓,False,1.0,0.3850608766078949
thaichar72_resnet18_64_v1labels,rot90_cw,ก,า,False,0.75,0.5291560292243958
thaichar72_resnet18_64_v1labels,rot90_cw,ข,อ,False,0.375,0.26903191208839417
thaichar72_resnet18_64_v1labels,rot90_cw,ค,า,False,0.875,0.4214506447315216
thaichar72_resnet18_64_v1labels,rot90_cw,ง,็,False,0.625,0.18094438314437866
thaichar72_resnet18_64_v1labels,rot90_cw,จ,า,False,0.375,0.19910956919193268
thaichar72_resnet18_64_v1labels,rot90_cw,ฉ,อ,False,0.75,0.25603047013282776
thaichar72_resnet18_64_v1labels,rot90_cw,ช,า,False,0.75,0.2800387442111969
thaichar72_resnet18_64_v1labels,rot90_cw,ซ,า,False,0.375,0.29220810532569885
thaichar72_resnet18_64_v1labels,rot90_cw,ญ,ฮ,False,0.375,0.3020917773246765
thaichar72_resnet18_64_v1labels,rot90_cw,ฏ,า,False,1.0,0.6196188926696777
thaichar72_resnet18_64_v1labels,rot90_cw,ฐ,า,False,0.875,0.4379470944404602
thaichar72_resnet18_64_v1labels,rot90_cw,ฒ,อ,False,0.75,0.5607802867889404
thaichar72_resnet18_64_v1labels,rot90_cw,ณ,า,False,1.0,0.5733579993247986
thaichar72_resnet18_64_v1labels,rot90_cw,ด,า,False,0.5,0.47145044803619385
thaichar72_resnet18_64_v1labels,rot90_cw,ต,อ,False,0.5,0.5677772760391235
thaichar72_resnet18_64_v1labels,rot90_cw,ถ,ว,False,0.5,0.3376755714416504
thaichar72_resnet18_64_v1labels,rot90_cw,ท,็,False,0.625,0.4202839136123657
thaichar72_resnet18_64_v1labels,rot90_cw,ธ,า,False,0.625,0.5349681377410889
thaichar72_resnet18_64_v1labels,rot90_cw,น,า,False,0.625,0.24171918630599976
thaichar72_resnet18_64_v1labels,rot90_cw,บ,็,False,0.625,0.40024369955062866
thaichar72_resnet18_64_v1labels,rot90_cw,ป,ั,False,0.25,0.2734357416629791
thaichar72_resnet18_64_v1labels,rot90_cw,ผ,ร,False,0.5,0.31406402587890625
thaichar72_resnet18_64_v1labels,rot90_cw,ฝ,า,False,0.375,0.2962019741535187
thaichar72_resnet18_64_v1labels,rot90_cw,พ,า,False,0.5,0.5275482535362244
thaichar72_resnet18_64_v1labels,rot90_cw,ฟ,ื,False,0.5,0.3508698046207428
thaichar72_resnet18_64_v1labels,rot90_cw,ภ,ว,False,0.5,0.25271186232566833
thaichar72_resnet18_64_v1labels,rot90_cw,ม,ห,False,0.25,0.23927375674247742
thaichar72_resnet18_64_v1labels,rot90_cw,ย,า,False,0.5,0.3560478687286377
thaichar72_resnet18_64_v1labels,rot90_cw,ร,ั,False,1.0,0.8214396834373474
thaichar72_resnet18_64_v1labels,rot90_cw,ฤ,า,False,0.6666666666666666,0.3038693070411682
thaichar72_resnet18_64_v1labels,rot90_cw,ล,า,False,0.625,0.34290099143981934
thaichar72_resnet18_64_v1labels,rot90_cw,ว,ั,False,0.875,0.6007077693939209
thaichar72_resnet18_64_v1labels,rot90_cw,ศ,า,False,0.375,0.4284186363220215
thaichar72_resnet18_64_v1labels,rot90_cw,ษ,็,False,0.625,0.253549724817276
thaichar72_resnet18_64_v1labels,rot90_cw,ส,า,False,0.875,0.4889247715473175
thaichar72_resnet18_64_v1labels,rot90_cw,ห,า,False,0.5,0.2933235764503479
thaichar72_resnet18_64_v1labels,rot90_cw,ฬ,ฮ,False,1.0,0.2526540756225586
thaichar72_resnet18_64_v1labels,rot90_cw,อ,ว,False,0.875,0.548975944519043
thaichar72_resnet18_64_v1labels,rot90_cw,ฮ,า,False,1.0,0.5679470896720886
thaichar72_resnet18_64_v1labels,rot90_cw,ฯ,อ,False,0.5,0.2545941174030304
thaichar72_resnet18_64_v1labels,rot90_cw,ั,า,False,0.375,0.33419424295425415
thaichar72_resnet18_64_v1labels,rot90_cw,า,า,True,0.5,0.5828762054443359
thaichar72_resnet18_64_v1labels,rot90_cw,ิ,ช,False,0.25,0.4141263961791992
thaichar72_resnet18_64_v1labels,rot90_cw,ี,ม,False,0.25,0.35533228516578674
thaichar72_resnet18_64_v1labels,rot90_cw,ึ,น,False,0.6666666666666666,0.33686867356300354
thaichar72_resnet18_64_v1labels,rot90_cw,ื,ล,False,0.375,0.40997910499572754
thaichar72_resnet18_64_v1labels,rot90_cw,ุ,า,False,0.375,0.5375750660896301
thaichar72_resnet18_64_v1labels,rot90_cw,ู,า,False,0.5,0.22773677110671997
thaichar72_resnet18_64_v1labels,rot90_cw,เ,์,False,0.5,0.3359561562538147
thaichar72_resnet18_64_v1labels,rot90_cw,แ,า,False,0.5,0.2379905879497528
thaichar72_resnet18_64_v1labels,rot90_cw,โ,ี,False,1.0,0.8343623876571655
thaichar72_resnet18_64_v1labels,rot90_cw,ใ,ึ,False,0.875,0.5078700184822083
thaichar72_resnet18_64_v1labels,rot90_cw,ไ,ี,False,1.0,0.6307789087295532
thaichar72_resnet18_64_v1labels,rot90_cw,ๅ,ิ,False,0.75,0.8138186931610107
thaichar72_resnet18_64_v1labels,rot90_cw,ๆ,ั,False,0.375,0.2235293686389923
thaichar72_resnet18_64_v1labels,rot90_cw,็,ถ,False,0.625,0.7468475103378296
thaichar72_resnet18_64_v1labels,rot90_cw,่,ิ,False,0.8571428571428571,0.7763316035270691
thaichar72_resnet18_64_v1labels,rot90_cw,้,า,False,0.5,0.4148678779602051
thaichar72_resnet18_64_v1labels,rot90_cw,๊,อ,False,0.75,0.5416083931922913
thaichar72_resnet18_64_v1labels,rot90_cw,์,ั,False,0.5,0.5241330862045288
thaichar72_resnet18_64_v1labels,rot90_cw,๐,๐,True,1.0,0.8819529414176941
thaichar72_resnet18_64_v1labels,rot90_cw,๑,๑,True,0.75,0.4915895164012909
thaichar72_resnet18_64_v1labels,rot90_cw,๒,๙,False,0.75,0.5093396902084351
thaichar72_resnet18_64_v1labels,rot90_cw,๓,อ,False,1.0,0.6934184432029724
thaichar72_resnet18_64_v1labels,rot90_cw,๔,า,False,1.0,0.373236745595932
thaichar72_resnet18_64_v1labels,rot90_cw,๕,า,False,1.0,0.38564589619636536
thaichar72_resnet18_64_v1labels,rot90_cw,๖,อ,False,0.5,0.15013352036476135
thaichar72_resnet18_64_v1labels,rot90_cw,๗,๒,False,1.0,0.11808692663908005
thaichar72_resnet18_64_v1labels,rot90_cw,๘,ม,False,0.4,0.2201813906431198
thaichar72_resnet18_64_v1labels,rot90_cw,๙,ณ,False,0.3333333333333333,0.4158710539340973
thaichar72_mnv3small_64_small,rot90_cw,ก,ว,False,0.125,0.27721068263053894
thaichar72_mnv3small_64_small,rot90_cw,ข,ึ,False,0.75,0.639049232006073
thaichar72_mnv3small_64_small,rot90_cw,ค,๑,False,0.5,0.2076214849948883
thaichar72_mnv3small_64_small,rot90_cw,ง,ั,False,0.5,0.2880498170852661
thaichar72_mnv3small_64_small,rot90_cw,จ,๑,False,0.5,0.17335368692874908
thaichar72_mnv3small_64_small,rot90_cw,ฉ,ภ,False,0.25,0.12505364418029785
thaichar72_mnv3small_64_small,rot90_cw,ช,ย,False,0.75,0.7860382795333862
thaichar72_mnv3small_64_small,rot90_cw,ซ,ย,False,1.0,0.8657716512680054
thaichar72_mnv3small_64_small,rot90_cw,ญ,ย,False,0.75,0.4732174873352051
thaichar72_mnv3small_64_small,rot90_cw,ฏ,ั,False,1.0,0.5382331013679504
thaichar72_mnv3small_64_small,rot90_cw,ฐ,ย,False,0.375,0.2988753914833069
thaichar72_mnv3small_64_small,rot90_cw,ฒ,อ,False,1.0,0.8733701705932617
thaichar72_mnv3small_64_small,rot90_cw,ณ,ย,False,0.875,0.5693262815475464
thaichar72_mnv3small_64_small,rot90_cw,ด,๑,False,0.625,0.4038622975349426
thaichar72_mnv3small_64_small,rot90_cw,ต,อ,False,0.5,0.45438238978385925
thaichar72_mnv3small_64_small,rot90_cw,ถ,๐,False,0.625,0.2735797166824341
thaichar72_mnv3small_64_small,rot90_cw,ท,ช,False,0.5,0.3036404252052307
thaichar72_mnv3small_64_small,rot90_cw,ธ,ย,False,0.375,0.26096275448799133
thaichar72_mnv3small_64_small,rot90_cw,น,็,False,0.5,0.3755861222743988
thaichar72_mnv3small_64_small,rot90_cw,บ,็,False,0.875,0.462751179933548
thaichar72_mnv3small_64_small,rot90_cw,ป,ี,False,0.5,0.5304619073867798
thaichar72_mnv3small_64_small,rot90_cw,ผ,อ,False,0.5,0.3003985285758972
thaichar72_mnv3small_64_small,rot90_cw,ฝ,ั,False,0.75,0.5277004241943359
thaichar72_mnv3small_64_small,rot90_cw,พ,ช,False,0.5,0.4011389911174774
thaichar72_mnv3small_64_small,rot90_cw,ฟ,ี,False,0.5,0.5789044499397278
thaichar72_mnv3small_64_small,rot90_cw,ภ,บ,False,0.5,0.22915521264076233
thaichar72_mnv3small_64_small,rot90_cw,ม,ี,False,0.375,0.457091748714447
thaichar72_mnv3small_64_small,rot90_cw,ย,๓,False,0.375,0.47152793407440186
thaichar72_mnv3small_64_small,rot90_cw,ร,ั,False,1.0,0.5444665551185608
thaichar72_mnv3small_64_small,rot90_cw,ฤ,๑,False,0.6666666666666666,0.11831896752119064
thaichar72_mnv3small_64_small,rot90_cw,ล,ช,False,0.25,0.2645835876464844
thaichar72_mnv3small_64_small,rot90_cw,ว,ั,False,0.75,0.4487677216529846
thaichar72_mnv3small_64_small,rot90_cw,ศ,อ,False,0.75,0.4101332426071167
thaichar72_mnv3small_64_small,rot90_cw,ษ,็,False,0.375,0.32761651277542114
thaichar72_mnv3small_64_small,rot90_cw,ส,อ,False,0.625,0.4926992952823639
thaichar72_mnv3small_64_small,rot90_cw,ห,ช,False,0.375,0.5077452659606934
thaichar72_mnv3small_64_small,rot90_cw,ฬ,ย,False,1.0,0.7235274910926819
thaichar72_mnv3small_64_small,rot90_cw,อ,๑,False,1.0,0.4710546135902405
thaichar72_mnv3small_64_small,rot90_cw,ฮ,๓,False,1.0,0.4631801247596741
thaichar72_mnv3small_64_small,rot90_cw,ฯ,ึ,False,0.5,0.17038708925247192
thaichar72_mnv3small_64_small,rot90_cw,ั,ง,False,0.5,0.6007919907569885
thaichar72_mnv3small_64_small,rot90_cw,า,ั,False,0.5,0.503990888595581
thaichar72_mnv3small_64_small,rot90_cw,ิ,อ,False,0.5,0.41203147172927856
thaichar72_mnv3small_64_small,rot90_cw,ี,ม,False,0.375,0.41077354550361633
thaichar72_mnv3small_64_small,rot90_cw,ึ,น,False,0.6666666666666666,0.4208219051361084
thaichar72_mnv3small_64_small,rot90_cw,ื,ษ,False,0.375,0.3570811152458191
thaichar72_mnv3small_64_small,rot90_cw,ุ,ึ,False,0.75,0.6781123876571655
thaichar72_mnv3small_64_small,rot90_cw,ู,ง,False,0.25,0.23678308725357056
thaichar72_mnv3small_64_small,rot90_cw,เ,์,False,0.625,0.5357770919799805
thaichar72_mnv3small_64_small,rot90_cw,แ,ก,False,0.75,0.28345340490341187
thaichar72_mnv3small_64_small,rot90_cw,โ,ี,False,0.625,0.5886415243148804
thaichar72_mnv3small_64_small,rot90_cw,ใ,ึ,False,0.875,0.4180986285209656
thaichar72_mnv3small_64_small,rot90_cw,ไ,ี,False,0.875,0.6414341330528259
thaichar72_mnv3small_64_small,rot90_cw,ๅ,ิ,False,0.625,0.6679003238677979
thaichar72_mnv3small_64_small,rot90_cw,ๆ,ึ,False,0.5,0.31901365518569946
thaichar72_mnv3small_64_small,rot90_cw,็,ถ,False,0.625,0.7263970971107483
thaichar72_mnv3small_64_small,rot90_cw,่,ิ,False,0.5714285714285714,0.5939221382141113
thaichar72_mnv3small_64_small,rot90_cw,้,ฐ,False,0.25,0.3821379542350769
thaichar72_mnv3small_64_small,rot90_cw,๊,อ,False,0.875,0.6704388856887817
thaichar72_mnv3small_64_small,rot90_cw,์,จ,False,0.375,0.5354186296463013
thaichar72_mnv3small_64_small,rot90_cw,๐,๐,True,1.0,0.8768311142921448
thaichar72_mnv3small_64_small,rot90_cw,๑,อ,False,0.75,0.6222995519638062
thaichar72_mnv3small_64_small,rot90_cw,๒,ล,False,0.625,0.6424086093902588
thaichar72_mnv3small_64_small,rot90_cw,๓,อ,False,1.0,0.8837982416152954
thaichar72_mnv3small_64_small,rot90_cw,๔,ล,False,1.0,0.14152763783931732
thaichar72_mnv3small_64_small,rot90_cw,๕,ณ,False,1.0,0.22227978706359863
thaichar72_mnv3small_64_small,rot90_cw,๖,ั,False,1.0,0.39815473556518555
thaichar72_mnv3small_64_small,rot90_cw,๗,อ,False,1.0,0.16659463942050934
thaichar72_mnv3small_64_small,rot90_cw,๘,ณ,False,0.6,0.2534172534942627
thaichar72_mnv3small_64_small,rot90_cw,๙,๓,False,1.0,0.4388428032398224
thaichar72_r18_64_gen,rot90_ccw,ก,็,False,0.875,0.7363581657409668
thaichar72_r18_64_gen,rot90_ccw,ข,ร,False,0.625,0.4638172388076782
thaichar72_r18_64_gen,rot90_ccw,ค,็,False,0.875,0.5618006587028503
thaichar72_r18_64_gen,rot90_ccw,ง,า,False,0.375,0.2630852460861206
thaichar72_r18_64_gen,rot90_ccw,จ,็,False,0.875,0.4238837957382202
thaichar72_r18_64_gen,rot90_ccw,ฉ,ึ,False,0.375,0.24476510286331177
thaichar72_r18_64_gen,rot90_ccw,ช,ร,False,0.625,0.40256765484809875
thaichar72_r18_64_gen,rot90_ccw,ซ,ร,False,0.5,0.4259943962097168
thaichar72_r18_64_gen,rot90_ccw,ญ,ร,False,0.5,0.30617445707321167
thaichar72_r18_64_gen,rot90_ccw,ฏ,็,False,1.0,0.9042770266532898
thaichar72_r18_64_gen,rot90_ccw,ฐ,็,False,0.5,0.20013488829135895
thaichar72_r18_64_gen,rot90_ccw,ฒ,ส,False,1.0,0.2133021205663681
thaichar72_r18_64_gen,rot90_ccw,ณ,ส,False,0.25,0.23263436555862427
thaichar72_r18_64_gen,rot90_ccw,ด,็,False,0.375,0.41496098041534424
thaichar72_r18_64_gen,rot90_ccw,ต,ร,False,0.625,0.29259008169174194
thaichar72_r18_64_gen,rot90_ccw,ถ,็,False,1.0,0.7904374003410339
thaichar72_r18_64_gen,rot90_ccw,ท,ร,False,1.0,0.4830170273780823
thaichar72_r18_64_gen,rot90_ccw,ธ,ร,False,0.5,0.38389188051223755
thaichar72_r18_64_gen,rot90_ccw,น,ร,False,0.625,0.27422890067100525
thaichar72_r18_64_gen,rot90_ccw,บ,ล,False,0.5,0.33493661880493164
thaichar72_r18_64_gen,rot90_ccw,ป,ว,False,0.5,0.40655001997947693
thaichar72_r18_64_gen,rot90_ccw,ผ,ส,False,0.625,0.31840062141418457
thaichar72_r18_64_gen,rot90_ccw,ฝ,ซ,False,0.25,0.3398996591567993
thaichar72_r18_64_gen,rot90_ccw,พ,ร,False,1.0,0.37113553285598755
thaichar72_r18_64_gen,rot90_ccw,ฟ,ร,False,0.625,0.6327596306800842
thaichar72_r18_64_gen,rot90_ccw,ภ,็,False,0.875,0.6801024079322815
thaichar72_r18_64_gen,rot90_ccw,ม,็,False,0.625,0.3967742621898651
thaichar72_r18_64_gen,rot90_ccw,ย,ั,False,0.625,0.3202994465827942
thaichar72_r18_64_gen,rot90_ccw,ร,์,False,0.5,0.4075302481651306
thaichar72_r18_64_gen,rot90_ccw,ฤ,็,False,1.0,0.5987148880958557
thaichar72_r18_64_gen,rot90_ccw,ล,็,False,0.875,0.4071044325828552
thaichar72_r18_64_gen,rot90_ccw,ว,์,False,1.0,0.34793180227279663
thaichar72_r18_64_gen,rot90_ccw,ศ,๕,False,0.375,0.2978823184967041
thaichar72_r18_64_gen,rot90_ccw,ษ,ื,False,0.375,0.24491186439990997
thaichar72_r18_64_gen,rot90_ccw,ส,๕,False,0.375,0.17158231139183044
thaichar72_r18_64_gen,rot90_ccw,ห,ร,False,1.0,0.604435920715332
thaichar72_r18_64_gen,rot90_ccw,ฬ,ร,False,1.0,0.35315707325935364
thaichar72_r18_64_gen,rot90_ccw,อ,๐,False,0.625,0.452359676361084
thaichar72_r18_64_gen,rot90_ccw,ฮ,๐,False,0.5,0.30436602234840393
thaichar72_r18_64_gen,rot90_ccw,ฯ,ร,False,0.75,0.583612859249115
thaichar72_r18_64_gen,rot90_ccw,ั,อ,False,0.625,0.7507508993148804
thaichar72_r18_64_gen,rot90_ccw,า,์,False,1.0,0.7479397654533386
thaichar72_r18_64_gen,rot90_ccw,ิ,ด,False,0.5,0.36985185742378235
thaichar72_r18_64_gen,rot90_ccw,ี,ซ,False,0.25,0.6349501609802246
thaichar72_r18_64_gen,rot90_ccw,ึ,ข,False,0.3333333333333333,0.4695267379283905
thaichar72_r18_64_gen,rot90_ccw,ื,ข,False,0.625,0.4106103777885437
thaichar72_r18_64_gen,rot90_ccw,ุ,์,False,1.0,0.878216028213501
thaichar72_r18_64_gen,rot90_ccw,ู,ล,False,0.75,0.6707644462585449
thaichar72_r18_64_gen,rot90_ccw,เ,ี,False,0.625,0.5188387036323547
thaichar72_r18_64_gen,rot90_ccw,แ,ึ,False,0.5,0.35748085379600525
thaichar72_r18_64_gen,rot90_ccw,โ,์,False,0.5,0.5221555233001709
thaichar72_r18_64_gen,rot90_ccw,ใ,์,False,0.5,0.496429443359375
thaichar72_r18_64_gen,rot90_ccw,ไ,ิ,False,0.5,0.6829096078872681
thaichar72_r18_64_gen,rot90_ccw,ๅ,์,False,0.875,0.7805943489074707
thaichar72_r18_64_gen,rot90_ccw,ๆ,์,False,1.0,0.7571765184402466
thaichar72_r18_64_gen,rot90_ccw,็,ง,False,0.375,0.4639206528663635
thaichar72_r18_64_gen,rot90_ccw,่,ิ,False,0.7142857142857143,0.6950479745864868
thaichar72_r18_64_gen,rot90_ccw,้,ล,False,0.5,0.5078162550926208
thaichar72_r18_64_gen,rot90_ccw,๊,อ,False,0.875,0.5824545621871948
thaichar72_r18_64_gen,rot90_ccw,์,๖,False,0.625,0.32216712832450867
thaichar72_r18_64_gen,rot90_ccw,๐,๐,True,1.0,0.8825937509536743
thaichar72_r18_64_gen,rot90_ccw,๑,๑,True,1.0,0.8082233667373657
thaichar72_r18_64_gen,rot90_ccw,๒,อ,False,1.0,0.7703961133956909
thaichar72_r18_64_gen,rot90_ccw,๓,๙,False,0.6,0.18667973577976227
thaichar72_r18_64_gen,rot90_ccw,๔,ษ,False,1.0,0.8950096964836121
thaichar72_r18_64_gen,rot90_ccw,๕,ษ,False,1.0,0.37905776500701904
thaichar72_r18_64_gen,rot90_ccw,๖,ว,False,0.5,0.40390318632125854
thaichar72_r18_64_gen,rot90_ccw,๗,อ,False,1.0,0.43615955114364624
thaichar72_r18_64_gen,rot90_ccw,๘,อ,False,0.6,0.35019510984420776
thaichar72_r18_64_gen,rot90_ccw,๙,บ,False,1.0,0.16707994043827057
thaichar72_r18_64_gen_v3labels,rot90_ccw,ก,็,False,0.875,0.8233617544174194
thaichar72_r18_64_gen_v3labels,rot90_ccw,ข,ร,False,0.375,0.5262435674667358
thaichar72_r18_64_gen_v3labels,rot90_ccw,ค,็,False,0.875,0.6202260255813599
thaichar72_r18_64_gen_v3labels,rot90_ccw,ง,ั,False,0.5,0.2688819169998169
thaichar72_r18_64_gen_v3labels,rot90_ccw,จ,็,False,0.875,0.44139373302459717
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฉ,ึ,False,0.375,0.25269678235054016
thaichar72_r18_64_gen_v3labels,rot90_ccw,ช,ร,False,0.5,0.4641239047050476
thaichar72_r18_64_gen_v3labels,rot90_ccw,ซ,ร,False,0.875,0.4458828866481781
thaichar72_r18_64_gen_v3labels,rot90_ccw,ญ,๘,False,0.5,0.4262390434741974
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฏ,็,False,1.0,0.9104666113853455
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฐ,็,False,0.75,0.30276763439178467
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฒ,ส,False,0.625,0.16335836052894592
thaichar72_r18_64_gen_v3labels,rot90_ccw,ณ,ส,False,0.5,0.2989025413990021
thaichar72_r18_64_gen_v3labels,rot90_ccw,ด,็,False,0.375,0.36837732791900635
thaichar72_r18_64_gen_v3labels,rot90_ccw,ต,ร,False,0.25,0.24613237380981445
thaichar72_r18_64_gen_v3labels,rot90_ccw,ถ,็,False,1.0,0.8071474432945251
thaichar72_r18_64_gen_v3labels,rot90_ccw,ท,ร,False,1.0,0.5394877195358276
thaichar72_r18_64_gen_v3labels,rot90_ccw,ธ,ร,False,0.5,0.4295819401741028
thaichar72_r18_64_gen_v3labels,rot90_ccw,น,ร,False,0.375,0.2969724237918854
thaichar72_r18_64_gen_v3labels,rot90_ccw,บ,ว,False,0.75,0.3455352187156677
thaichar72_r18_64_gen_v3labels,rot90_ccw,ป,ว,False,0.875,0.5796071887016296
thaichar72_r18_64_gen_v3labels,rot90_ccw,ผ,๙,False,0.375,0.2543998062610626
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฝ,ร,False,0.5,0.3508760333061218
thaichar72_r18_64_gen_v3labels,rot90_ccw,พ,ร,False,0.875,0.5406575798988342
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฟ,ร,False,0.875,0.6940642595291138
thaichar72_r18_64_gen_v3labels,rot90_ccw,ภ,็,False,0.875,0.7370343804359436
thaichar72_r18_64_gen_v3labels,rot90_ccw,ม,็,False,0.5,0.40443071722984314
thaichar72_r18_64_gen_v3labels,rot90_ccw,ย,ว,False,0.25,0.23705294728279114
thaichar72_r18_64_gen_v3labels,rot90_ccw,ร,็,False,0.5,0.2713119089603424
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฤ,็,False,1.0,0.7676723003387451
thaichar72_r18_64_gen_v3labels,rot90_ccw,ล,็,False,1.0,0.4601384997367859
thaichar72_r18_64_gen_v3labels,rot90_ccw,ว,์,False,0.875,0.3102673590183258
thaichar72_r18_64_gen_v3labels,rot90_ccw,ศ,็,False,0.375,0.22212274372577667
thaichar72_r18_64_gen_v3labels,rot90_ccw,ษ,ื,False,0.5,0.46400588750839233
thaichar72_r18_64_gen_v3labels,rot90_ccw,ส,็,False,0.375,0.21093247830867767
thaichar72_r18_64_gen_v3labels,rot90_ccw,ห,ร,False,1.0,0.6767947673797607
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฬ,ร,False,1.0,0.24521459639072418
thaichar72_r18_64_gen_v3labels,rot90_ccw,อ,๑,False,0.5,0.46707576513290405
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฮ,๐,False,0.5,0.28202518820762634
thaichar72_r18_64_gen_v3labels,rot90_ccw,ฯ,ร,False,0.5,0.662268877029419
thaichar72_r18_64_gen_v3labels,rot90_ccw,ั,อ,False,0.75,0.7072893977165222
thaichar72_r18_64_gen_v3labels,rot90_ccw,า,์,False,1.0,0.7077454924583435
thaichar72_r18_64_gen_v3labels,rot90_ccw,ิ,อ,False,0.375,0.24910664558410645
thaichar72_r18_64_gen_v3labels,rot90_ccw,ี,ซ,False,0.25,0.47284072637557983
thaichar72_r18_64_gen_v3labels,rot90_ccw,ึ,ข,False,0.6666666666666666,0.22394518554210663
thaichar72_r18_64_gen_v3labels,rot90_ccw,ื,ข,False,0.5,0.3565090298652649
thaichar72_r18_64_gen_v3labels,rot90_ccw,ุ,์,False,1.0,0.9012386798858643
thaichar72_r18_64_gen_v3labels,rot90_ccw,ู,ล,False,0.75,0.6893965005874634
thaichar72_r18_64_gen_v3labels,rot90_ccw,เ,ี,False,1.0,0.7185521721839905
thaichar72_r18_64_gen_v3labels,rot90_ccw,แ,็,False,0.5,0.4438507556915283
thaichar72_r18_64_gen_v3labels,rot90_ccw,โ,ี,False,0.875,0.4966854751110077
thaichar72_r18_64_gen_v3labels,rot90_ccw,ใ,ี,False,0.75,0.6903499960899353
thaichar72_r18_64_gen_v3labels,rot90_ccw,ไ,ี,False,0.5,0.7864173054695129
thaichar72_r18_64_gen_v3labels,rot90_ccw,ๅ,์,False,0.625,0.7437109351158142
thaichar72_r18_64_gen_v3labels,rot90_ccw,ๆ,์,False,1.0,0.7487983703613281
thaichar72_r18_64_gen_v3labels,rot90_ccw,็,ง,False,0.5,0.41533809900283813
thaichar72_r18_64_gen_v3labels,rot90_ccw,่,ิ,False,0.5714285714285714,0.7323797941207886
thaichar72_r18_64_gen_v3labels,rot90_ccw,้,ล,False,0.5,0.6306288838386536
thaichar72_r18_64_gen_v3labels,rot90_ccw,๊,อ,False,1.0,0.7060050964355469
thaichar72_r18_64_gen_v3labels,rot90_ccw,์,๖,False,0.375,0.23916378617286682
thaichar72_r18_64_gen_v3labels,rot90_ccw,๐,๐,True,1.0,0.8692486882209778
thaichar72_r18_64_gen_v3labels,rot90_ccw,๑,๑,True,0.875,0.8506122827529907
thaichar72_r18_64_gen_v3labels,rot90_ccw,๒,อ,False,1.0,0.8866314888000488
thaichar72_r18_64_gen_v3labels,rot90_ccw,๓,อ,False,0.8,0.28857889771461487
thaichar72_r18_64_gen_v3labels,rot90_ccw,๔,ษ,False,1.0,0.8706085085868835
thaichar72_r18_64_gen_v3labels,rot90_ccw,๕,ข,False,1.0,0.22972850501537323
thaichar72_r18_64_gen_v3labels,rot90_ccw,๖,ว,False,0.5,0.48608648777008057
thaichar72_r18_64_gen_v3labels,rot90_ccw,๗,อ,False,1.0,0.5683778524398804
thaichar72_r18_64_gen_v3labels,rot90_ccw,๘,ข,False,0.4,0.3762400150299072
thaichar72_r18_64_gen_v3labels,rot90_ccw,๙,บ,False,0.6666666666666666,0.16962695121765137
thaichar72_resnet18_64,rot90_ccw,ก,็,False,0.75,0.5281009078025818
thaichar72_resnet18_64,rot90_ccw,ข,ร,False,0.625,0.630946159362793
thaichar72_resnet18_64,rot90_ccw,ค,็,False,0.875,0.6398956775665283
thaichar72_resnet18_64,rot90_ccw,ง,ซ,False,0.375,0.1807931512594223
thaichar72_resnet18_64,rot90_ccw,จ,็,False,0.875,0.3963954448699951
thaichar72_resnet18_64,rot90_ccw,ฉ,็,False,0.875,0.25759267807006836
thaichar72_resnet18_64,rot90_ccw,ช,ล,False,0.5,0.34470945596694946
thaichar72_resnet18_64,rot90_ccw,ซ,ล,False,0.5,0.27972978353500366
thaichar72_resnet18_64,rot90_ccw,ญ,ธ,False,0.5,0.2892690896987915
thaichar72_resnet18_64,rot90_ccw,ฏ,็,False,0.6666666666666666,0.4927302300930023
thaichar72_resnet18_64,rot90_ccw,ฐ,็,False,0.75,0.22813495993614197
thaichar72_resnet18_64,rot90_ccw,ฒ,ฐ,False,0.75,0.47372210025787354
thaichar72_resnet18_64,rot90_ccw,ณ,ล,False,0.375,0.28266283869743347
thaichar72_resnet18_64,rot90_ccw,ด,็,False,0.5,0.3714858889579773
